LXCat, www.lxcat.net
Generated on 10 Jan 2017. All rights reserved.

RECOMMENDED REFERENCE FORMAT
- Biagi-v7.1 database, www.lxcat.net, retrieved on January 10, 2017.
Be aware that some databases and solvers can additionally have instructions how to reference corresponding data.
Please check below in the headers of databases.

CROSS SECTION DATA FORMAT
In downloaded files, each collision process is defined by a block consisting of
1st line
Keyword in capitals indicating the type of the collision. Possible collision types are elastic, effective, excitation,
ionization, or attachment (capital letters required, key words are case sensitive), where "elastic" is used to denote
the elastic momentum transfer cross section and where "effective" denotes the total momentum transfer cross section (sum
of elastic momentum transfer and total inelastic cross sections).  The latter is useful for solving the Boltzmann
equation in the 2-term approximation.
2nd line
Name of the target particle species. This name is a character string, freely chosen by the user, e.g. "Ar". Optionally
for excitation processes, the name of the corresponding excited state can be specified on the same line, separated from
the first name either by arrow "->" (dash + greater than) or by double-head arrow "<->" (less than + dash +
greater than), e.g. "Ar -> Ar*" and "Ar <-> Ar*", respectively. In the later case BOLSIG+ will automatically
define the inverse superelastic process, constructing the superelastic cross-section by detailed balancing, and
considering the indicated excited state as the target. In this case, the ratio of statistical weights must be input in
the 3rd line (see below).  Alternatively, superelastic collisions could be defined explicitly as excitation collisions
with a negative electron energy loss with user input cross sections and species name, "Ar*", for example.
3rd line
For elastic and effective collisions, the ratio of the electron mass to the target particle mass. For excitation or
ionization collisions, the electron energy loss (nominally the threshold energy) in eV. For attachment, the 3rd line is
missing. In case of an excitation process where an excited state has been indicated on the 2nd line using double-head
arrow "<->", the 3rd line must specify also ratio of the statistical weights of the final state to the initial state
as the second parameter in 3rd line this is needed by BOLSIG+ to calculate the de-excitation cross-section.
from 4th line (optionally)
User comments and reference information, maximum 100 lines. The only constraint on format is that these comment lines
must not start with a number.
Finally
Table of the cross section as a function of energy. The table starts and ends by a line of dashes "------" (at least 5),
and has otherwise two numbers per line: the energy in eV and the cross section in m2.

xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
DATABASE:         Biagi-v7.1 (Magboltz version 7.1)
PERMLINK:         www.lxcat.net/Biagi-v7.1
DESCRIPTION:      For the moment, this data base contains cross sections for the rare gases.  The excitation cross
                  sections are grouped into a few effective excitation levels.  For more detailed cross sections with
                  multiple levels, see Biagi 8.9.  
                  
                  These cross sections were compiled for use in a Monte Carlo (or multi-term Boltzmann) code.  
                  For history and detailed notes, see http://consult.cern.ch/writeup/magboltz/
CONTACT:          COPYRIGHT 2004   STEPHEN FRANCIS BIAGI
HOW TO REFERENCE: Cross sections extracted from 
                  PROGRAM MAGBOLTZ, VERSION 7.1 JUNE 2004
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

************************************************************************************************************************

**************************************************************************************************************

ELASTIC
Kr
 6.500000e-6
SPECIES: e / Kr
PROCESS: E + Kr -> E + Kr, Elastic
PARAM.:  m/M = 0.0000065, complete set
COMMENT: Elastic Momentum Transfer.
UPDATED: 2013-04-19 14:58:43
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 0.000000e+0	3.447540e-19
 1.000000e-4	3.447540e-19
 1.000000e-3	3.310000e-19
 3.000000e-3	3.000000e-19
 5.000000e-3	2.790000e-19
 7.000000e-3	2.620000e-19
 1.000000e-2	2.420000e-19
 1.500000e-2	2.160000e-19
 2.000000e-2	1.950000e-19
 3.514000e-2	1.493300e-19
 7.152000e-2	9.140250e-20
 1.091700e-1	6.042430e-20
 1.481500e-1	4.028030e-20
 1.885000e-1	2.715650e-20
 2.302700e-1	1.834800e-20
 2.735000e-1	1.198630e-20
 3.182600e-1	7.393130e-21
 3.645800e-1	4.207040e-21
 4.125400e-1	2.231110e-21
 4.621800e-1	1.329620e-21
 5.135600e-1	1.009430e-21
 5.667500e-1	1.136880e-21
 6.218100e-1	1.517440e-21
 6.788000e-1	2.097760e-21
 7.378000e-1	2.824930e-21
 7.988700e-1	3.731510e-21
 8.620900e-1	4.698550e-21
 9.275200e-1	5.869940e-21
 9.952600e-1	7.292590e-21
 1.065380e+0	8.902680e-21
 1.137960e+0	1.079130e-20
 1.213090e+0	1.288960e-20
 1.290870e+0	1.468070e-20
 1.371370e+0	1.666340e-20
 1.454710e+0	1.876390e-20
 1.540970e+0	2.101710e-20
 1.630270e+0	2.348180e-20
 1.722700e+0	2.610590e-20
 1.818380e+0	2.872720e-20
 1.917430e+0	3.155480e-20
 2.019950e+0	3.450950e-20
 2.126080e+0	3.726160e-20
 2.235940e+0	4.018350e-20
 2.349650e+0	4.328440e-20
 2.467370e+0	4.657400e-20
 2.589220e+0	5.022760e-20
 2.715350e+0	5.417950e-20
 2.845920e+0	5.838640e-20
 2.981070e+0	6.286320e-20
 3.120980e+0	6.735680e-20
 3.265800e+0	7.207120e-20
 3.415700e+0	7.686130e-20
 3.570880e+0	8.185310e-20
 3.731510e+0	8.679890e-20
 3.897790e+0	9.191850e-20
 4.069910e+0	9.716020e-20
 4.248070e+0	1.024490e-19
 4.432500e+0	1.079660e-19
 4.623410e+0	1.136740e-19
 4.821030e+0	1.196760e-19
 5.025600e+0	1.262940e-19
 5.237350e+0	1.329340e-19
 5.456540e+0	1.384150e-19
 5.683440e+0	1.440870e-19
 5.918310e+0	1.499580e-19
 6.161430e+0	1.552470e-19
 6.413100e+0	1.602740e-19
 6.673610e+0	1.654880e-19
 6.943280e+0	1.708730e-19
 7.222430e+0	1.751390e-19
 7.511380e+0	1.791160e-19
 7.810490e+0	1.821270e-19
 8.120110e+0	1.843770e-19
 8.772370e+0	1.863430e-19
 9.471290e+0	1.840690e-19
 9.839270e+0	1.819100e-19
 1.022018e+1	1.789030e-19
 1.061449e+1	1.753150e-19
 1.102264e+1	1.717060e-19
 1.144515e+1	1.664210e-19
 1.188250e+1	1.613140e-19
 1.233521e+1	1.557630e-19
 1.280384e+1	1.502080e-19
 1.328894e+1	1.443340e-19
 1.379108e+1	1.383530e-19
 1.431087e+1	1.323970e-19
 1.484893e+1	1.265560e-19
 1.540590e+1	1.203260e-19
 1.598244e+1	1.141790e-19
 1.657924e+1	1.081260e-19
 1.719701e+1	1.023990e-19
 1.783649e+1	9.698660e-20
 1.849845e+1	9.186940e-20
 1.918366e+1	8.703110e-20
 1.989296e+1	8.245560e-20
 2.062719e+1	7.757970e-20
 2.138721e+1	7.291040e-20
 2.217395e+1	6.852900e-20
 2.298833e+1	6.441710e-20
 2.383133e+1	6.055760e-20
 2.470396e+1	5.693440e-20
 2.560725e+1	5.353260e-20
 2.654229e+1	5.033820e-20
 2.751018e+1	4.733830e-20
 2.851209e+1	4.452050e-20
 2.954921e+1	4.187360e-20
 3.062278e+1	3.936340e-20
 3.173407e+1	3.699010e-20
 3.288442e+1	3.476210e-20
 3.407519e+1	3.267050e-20
 3.530781e+1	3.070670e-20
 3.658374e+1	2.886270e-20
 3.790451e+1	2.713100e-20
 3.927170e+1	2.550460e-20
 4.068694e+1	2.401650e-20
 4.215191e+1	2.265660e-20
 4.366836e+1	2.137470e-20
 4.523810e+1	2.016620e-20
 4.686301e+1	1.902690e-20
 4.854502e+1	1.795280e-20
 5.028614e+1	1.700460e-20
 5.208844e+1	1.642730e-20
 5.395409e+1	1.587000e-20
 5.588529e+1	1.533190e-20
 5.788437e+1	1.481240e-20
 5.995369e+1	1.431080e-20
 6.431306e+1	1.404620e-20
 6.898420e+1	1.379440e-20
 7.398942e+1	1.354730e-20
 7.935261e+1	1.340050e-20
 8.812509e+1	1.321740e-20
 9.785531e+1	1.303700e-20
 1.013293e+2	1.284520e-20
 1.049254e+2	1.244530e-20
 1.086478e+2	1.205800e-20
 1.125011e+2	1.168280e-20
 1.164898e+2	1.131950e-20
 1.206186e+2	1.096750e-20
 1.248925e+2	1.062660e-20
 1.293167e+2	1.029630e-20
 1.338963e+2	9.976410e-21
 1.386368e+2	9.666530e-21
 1.435440e+2	9.366350e-21
 1.486236e+2	9.075560e-21
 1.538817e+2	8.906350e-21
 1.593245e+2	8.780500e-21
 1.649587e+2	8.656450e-21
 1.707908e+2	8.534190e-21
 1.768279e+2	8.413670e-21
 1.830772e+2	8.294880e-21
 1.895461e+2	8.177790e-21
 1.962423e+2	8.062370e-21
 2.031738e+2	7.930980e-21
 2.103489e+2	7.780940e-21
 2.177762e+2	7.633760e-21
 2.254644e+2	7.489380e-21
 2.334229e+2	7.347760e-21
 2.416610e+2	7.208830e-21
 2.501886e+2	7.072550e-21
 2.590160e+2	6.938870e-21
 2.681535e+2	6.807730e-21
 2.776121e+2	6.679080e-21
 2.874031e+2	6.552890e-21
 2.975383e+2	6.429090e-21
 3.080295e+2	6.300940e-21
 3.188895e+2	6.173310e-21
 3.301311e+2	6.048290e-21
 3.417678e+2	5.925800e-21
 3.538134e+2	5.805820e-21
 3.662823e+2	5.688270e-21
 3.791894e+2	5.573110e-21
 3.925501e+2	5.460290e-21
 4.063803e+2	5.330630e-21
 4.206965e+2	5.181950e-21
 4.355158e+2	5.037420e-21
 4.508559e+2	4.896940e-21
 4.667351e+2	4.760390e-21
 4.831724e+2	4.627650e-21
 5.001872e+2	4.499410e-21
 5.178000e+2	4.445230e-21
 5.360318e+2	4.391710e-21
 5.549043e+2	4.338840e-21
 5.744399e+2	4.286600e-21
 5.946621e+2	4.235000e-21
 6.155950e+2	4.184020e-21
 6.372635e+2	4.133660e-21
 6.596934e+2	4.083910e-21
 6.829117e+2	4.034760e-21
 7.069458e+2	3.968270e-21
 7.318245e+2	3.859100e-21
 7.575776e+2	3.752940e-21
 7.842356e+2	3.649700e-21
 8.118305e+2	3.549310e-21
 8.403951e+2	3.451680e-21
 8.699636e+2	3.356740e-21
 9.005711e+2	3.264420e-21
 9.322543e+2	3.174630e-21
 9.650509e+2	3.087330e-21
-----------------------------

EXCITATION
Kr -> Kr(s)(9.915eV)
 9.915000e+0
SPECIES: e / Kr
PROCESS: E + Kr -> E + Kr(s)(9.915eV), Excitation
