Romain Lucken, LPP. 
Reference : M. Lieberman and A. Lichtenberg, Principles of Plasma Discharges and Material Processing
Sakabe et al. Physical Review A. vol 45, number 3. 

Generated on 15 June 2017. All rights reserved.
RECOMMENDED REFERENCE FORMAT (lxcat database format ww.lxcat.net)
Be aware that some databases and solvers can additionally have instructions how to reference corresponding data.
Please check below in the headers of databases.

CROSS SECTION DATA FORMAT

In downloaded files, each collision process is defined by a block consisting of 

1st line 
Keyword in capitals indicating the type of the collision. Possible collision types are elastic, effective, excitation, ionization, or attachment (capital letters required, key words are case sensitive), where 'elastic' is used to denote the elastic momentum transfer cross section and where 'effective' denotes the total momentum transfer cross section (sum of elastic momentum transfer and total inelastic cross sections). The latter is useful for solving the Boltzmann equation in the 2-term approximation. 

2nd line
Name of the target particle species. This name is a character string, freely chosen by the user, e.g. 'Kr'. Optionally for excitation processes, the name of the corresponding excited state can be specified on the same line, separated from the first name either by arrow "->" (dash + greater than) or by double-head arrow '<->' (less than + dash +greater than), e.g. 'Kr -> Kr*' and 'Kr <-> Kr*', respectively. In the later case BOLSIG+ will automatically define the inverse superelastic process, constructing the superelastic cross-section by detailed balancing, and considering the indicated excited state as the target. In this case, the ratio of statistical weights must be input in
the 3rd line (see below).  Alternatively, superelastic collisions could be defined explicitly as excitation collisions with a negative electron energy loss with user input cross sections and species name, 'Kr*', for example.

3rd line
For elastic and effective collisions, the ratio of the electron mass to the target particle mass. For excitation or ionization collisions, the electron energy loss (nominally the threshold energy) in eV. For attachment, the 3rd line is missing. In case of an excitation process where an excited state has been indicated on the 2nd line using double-head arrow '<->', the 3rd line must specify also ratio of the statistical weights of the final state to the initial state as the second parameter in 3rd line this is needed by BOLSIG+ to calculate the de-excitation cross-section.

from 4th line (optionally)
User comments and reference information, maximum 100 lines. The only constraint on format is that these comment lines
must not start with a number.

Finally
Table of the cross section as a function of energy. The table starts and ends by a line of dashes '------' (at least 5), and has otherwise two numbers per line: the energy in eV and the cross section in m2.

xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
DATABASE:         Data gathered by Romain Lucken with assumptions referring to M. Lieberman and A. Lichtenberg, Principles of Plasma Discharges and Material Processing and Sakabe et al. 
PERMLINK:         
DESCRIPTION:      Cross sections for ion-neutral elastic collisions are assumed to follow the Langevin capture cross section.
                  Backscattering cross section is assumed constant (depends only on ionization energy).
                
CONTACT:          Romain Lucken, romain.lucken@lpp.polytechnique.fr
HOW TO REFERENCE: R. Lucken 2017
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

**************************************************************************************************************

**************************************************************************************************************

SPECIES: Kr^+ / Kr
PROCESS: Kr+ + Kr -> , Backscat
PARAM.:  Mi = 83.8, Mi/M = 1, complete set
COMMENT: Approximate log formula (Sakabe)
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
1.000000000000000048e-04	5.458774160190284282e-19
1.096985797892384082e-04	5.437704271248774297e-19
1.203377840777589337e-04	5.416634382307265275e-19
1.320088400831418048e-04	5.395564493365756253e-19
1.448118227674532956e-04	5.374494604424246268e-19
1.588565129428052810e-04	5.353424715482736283e-19
1.742633386009650781e-04	5.332354826541228224e-19
1.911644075385701799e-04	5.311284937599718239e-19
2.097046401323232709e-04	5.290215048658208254e-19
2.300430119772916963e-04	5.269145159716699231e-19
2.523539170434766117e-04	5.248075270775189246e-19
2.768286630392066683e-04	5.227005381833680224e-19
3.036771118035457235e-04	5.205935492892170239e-19
3.331294787934673722e-04	5.184865603950661217e-19
3.654383070957254701e-04	5.163795715009152195e-19
4.008806328898464845e-04	5.142725826067642210e-19
4.397603609302721379e-04	5.121655937126133188e-19
4.824108704165368721e-04	5.100586048184623203e-19
5.291978735958442325e-04	5.079516159243113218e-19
5.805225516094895130e-04	5.058446270301604196e-19
6.368249944718586218e-04	5.037376381360095173e-19
6.985879746785249268e-04	5.016306492418585188e-19
7.663410868007461971e-04	4.995236603477075203e-19
8.406652885618325121e-04	4.974166714535565218e-19
9.221978823334321543e-04	4.953096825594056196e-19
1.011637979766207094e-03	4.932026936652546211e-19
1.109752496412072130e-03	4.910957047711036226e-19
1.217382727739662078e-03	4.889887158769527204e-19
1.335451562929898745e-03	4.868817269828018182e-19
1.464971398307284749e-03	4.847747380886508197e-19
1.607052818261638441e-03	4.826677491944998212e-19
1.762914118095947925e-03	4.805607603003488227e-19
1.933891750455232110e-03	4.784537714061979204e-19
2.121451784910629874e-03	4.763467825120470182e-19
2.327202478960407363e-03	4.742397936178961160e-19
2.552908068239516468e-03	4.721328047237451175e-19
2.800503894183630979e-03	4.700258158295942153e-19
3.072112998861759037e-03	4.679188269354431205e-19
3.370064329271928172e-03	4.658118380412922183e-19
3.696912707195028347e-03	4.637048491471412198e-19
4.055460735840827821e-03	4.615978602529904139e-19
4.448782831127585241e-03	4.594908713588395117e-19
4.880251583654433324e-03	4.573838824646884169e-19
5.353566677410724443e-03	4.552768935705375146e-19
5.872786613189483196e-03	4.531699046763865161e-19
6.442363508721370147e-03	4.510629157822355176e-19
7.067181273927491438e-03	4.489559268880846154e-19
7.752597488629464108e-03	4.468489379939337132e-19
8.504489341802676933e-03	4.447419490997828110e-19
9.329304026284686302e-03	4.426349602056317162e-19
1.023411402105452693e-02	4.405279713114808140e-19
1.122667773510813496e-02	4.384209824173298155e-19
1.231550603292826118e-02	4.363139935231788170e-19
1.350993521198026563e-02	4.342070046290279148e-19
1.482020705798858633e-02	4.321000157348769644e-19
1.625755666443795197e-02	4.299930268407260140e-19
1.783430876931909465e-02	4.278860379465751118e-19
1.956398343517064958e-02	4.257790490524241133e-19
2.146141197858403640e-02	4.236720601582731148e-19
2.354286414322417920e-02	4.215650712641222608e-19
2.582618760682677331e-02	4.194580823699712623e-19
2.833096101839324005e-02	4.173510934758203600e-19
3.107866187782013997e-02	4.152441045816693134e-19
3.409285069746811198e-02	4.131371156875184112e-19
3.739937302478797687e-02	4.110301267933674127e-19
4.102658105827194229e-02	4.089231378992165105e-19
